"words"	"Freq"
"(23-26"	1
"(23-26%)"	1
"2329"	1
"[2-32p]fructose-2"	1
"233)"	1
"(23-33"	1
"233-318"	1
"2-34"	1
"23-40%"	1
"23-42"	1
"234-282)"	1
"23-46"	1
"234-bp"	1
"(234 g"	1
"-235)"	1
"(235"	1
"2351"	1
"2357-nt"	1
"23-59%"	1
"235-nt"	1
"-236)"	1
"(23·6%)"	1
"23·6"	1
"23(6)"	1
"236%"	1
"(2363"	1
"23-63)"	1
"2369 bp"	1
"236-fold"	1
"(2·37"	1
"23727(t))"	1
"2379"	1
"237 bp"	1
"237-fold"	1
"237-nucleotide"	1
"23±8"	1
"2389"	1
"-238/atg"	1
"2-39"	1
"239-244]"	1
"239-250)"	1
"2393)"	1
"(239%-427%)"	1
"23989(t))"	1
"23-amino"	1
"2-(3-benzoylphenyl)-3"	1
"(23)biosciences"	1
"23-bp"	1
"23-day"	1
"23-day-old"	1
"23days"	1
"23db"	1
"23db)"	1
"(23%/h)"	1
"2-3h"	1
"[2-3h)glucose"	1
"]2-3h]glucose"	1
"23k"	1
"23kda"	1
"23-mer"	1
"~23min"	1
"23-week"	1
"2-3x10(4)"	1
"(23 %"	1
"2-3 h"	1
"2-3 months"	1
"<24"	1
">24"	1
"-24"	1
"(-24"	1
"$24"	1
"(240"	1
"(240)"	1
"(240%)"	1
"2-40"	1
"240%"	1
"(2400"	1
"2400)"	1
"24000(t)"	1
"2403"	1
"2404"	1
"240-day-old"	1
"240-kb"	1
"~240kda"	1
"240-kda"	1
"24 ± 1"	1
"241000"	1
"24103"	1
"24118"	1
"241-243"	1
"24197t=bcc"	1
"24199t=bcc"	1
"(241 iu/ml)"	1
"(242"	1
"24200t=bcc"	1
"24204"	1
"24204)"	1
"24251(t)"	1
"24(25)-dihydro-29-nor-lanosterol"	1
"24(25)-to"	1
"(24-26%)"	1
"2427"	1
"24(28)-dien-3"	1
"24(28)-sterol"	1
"24(28)-trien-3"	1
"242-bp"	1
"242nkat/mg"	1
"(243"	1
"2-43"	1
"24·3"	1
"2431"	1
"(24%-31%"	1
"24-32"	1
"24--32%"	1
"24-33%"	1
"2439"	1
"243-amino"	1
"243-kb"	1
"2441"	1
"24-48"	1
"245)"	1
"2450"	1
"245-260]"	1
"2453-2463"	1
"(-246"	1
"2460"	1
"2461"	1
"2462"	1
"2463"	1
"24(7)"	1
"247%"	1
"24-72"	1
"247-265)"	1
"(248"	1
"24+/-8"	1
"2480"	1
"2483"	1
"248 ± 346 kcal"	1
"2485-2488)"	1
"(24-86%)"	1
"248-fold)"	1
"249%"	1
"249-254)"	1
"24 956 bp)"	1
"2496"	1
"2498"	1
"2499"	1
"249 bp"	1
"24a"	1
"24-aa"	1
"24-amino"	1
"24°c)"	1
"2-(4-carboxyphenyl)-4"	1
"2-4-cell"	1
"2-4cm"	1
"24dap"	1
"24days"	1
"24e)"	1
"(24-epibrassinolide"	1
"24-epibrassinoslide"	1
"24g/100g"	1
"24 h)"	1
"24-h-carbon-starved"	1
"24-h-old"	1
"24-h-starved"	1
"2-(4-hydroxyphenylazo)benzoic"	1
"24kda"	1
"24kg/d"	1
"2-(4-methyl-2"	1
"24-methylpollinastanol)"	1
"24-methylpollinastanol-containing"	1
"24-m-wide"	1
"24n"	1
"24(p"	1
"24-pen"	1
"(24r)-24-methylcholest-4-en-3-one"	1
"(24s)"	1
"(24)school"	1
"2-4-week"	1
"24-week"	1
"24-wk-old"	1
"(24 h"	1
"(<24 h)"	1
"24 species"	1
"<25%"	1
">25-"	1
"-25%"	1
"(~25%"	1
"(-25"	1
"+25"	1
"∼25"	1
"∼25%"	1
"2-5%"	1
"2·5"	1
">250"	1
"(>250"	1
"(∼250"	1
"[250"	1
"25±0"	1
"25 ± 0"	1
"2501"	1
"250-10"	1
"250-24982)"	1
"250-300"	1
"250-500"	1
"2506"	1
"250-bp"	1
"250 g"	1
"∼250-kda"	1
"250-kg"	1
"250l"	1
"250-microm"	1
"250 μm"	1
"(251"	1
"25(1)"	1
"25-10"	1
"25-100"	1
"251-255]"	1
"2518"	1
"251-kda"	1
"(252"	1
"25(2)"	1
"(25-200"	1
"2521"	1
"25230(t)"	1
"25240"	1
"2526"	1
"2529-2534"	1
"253)"	1
"(2530"	1
"25-30)"	1
"25-306"	1
"25-32"	1
"25-34"	1
"(25-35%)"	1
"25-35"	1
"25-36"	1
"(25-37"	1
"(25%-37%)"	1
"25-37"	1
"(254"	1
"254)"	1
"(25-40"	1
"25430"	1
"25-45)"	1
"25-45%"	1
"25-450"	1
"-255"	1
"255%"	1
"(25-50%)"	1
"25--50%"	1
"255·1"	1
"25526)"	1
"25-562"	1
"25571"	1
"2558t=bd"	1
"(255microg"	1
"(25 ± 5 °c)"	1
"25-6"	1
"256)"	1
"256%"	1
"2560)"	1
"25-600"	1
"(25-65"	1
"2-567"	1
"256840"	1
"257%"	1
"2570"	1
"2573"	1
"2576"	1
"(-258"	1
"258)"	1
"258+/-26"	1
"25%-83"	1
"2587"	1
"258-nucleotide"	1
"2-59"	1
"2590"	1
"25975"	1
"259-bp"	1
"25-a"	1
"25-ala"	1
"25bp"	1
"25-bp"	1
"(25d)"	1
"25 d"	1
"25d)"	1
"(25d3)"	1
"25d-vitamin"	1
"(25)faculty"	1
"25g/g"	1
"2·5 g/kg"	1
"25%/h)"	1
"25)/kg)"	1
"25kg/d)"	1
"25%mh"	1
"25 mm"	1
"25-(oh)2d3]"	1
"25p)"	1
"25th"	1
"25years"	1
"25-μm-pore-size"	1
"25 %"	1
"(25 °c"	1
"25 days"	1
"25 g"	1
"25 µg g(-1)"	1
"25 m"	1
"25 ppm"	1
"25 × 10(-6)"	1
"~26%"	1
">26%"	1
"-26%"	1
"(+26"	1
"(∼26%)"	1
"(26%"	1
"[26"	1
"+26"	1
"2-6)"	1
"~260"	1
"(260"	1
"(-260"	1
"(260)"	1
"(260%"	1
"26±0"	1
"2600"	1
"(2600"	1
"26000"	1
"260-270"	1
"(260/280"	1
"(260+/-4"	1
"2606"	1
"2607"	1
"260-amino"	1
"26-10"	1
"2613"	1
"26-135"	1
"(262"	1
"26+/-2"	1
"262]"	1
"262%"	1
"2621-2630]"	1
"262-264)"	1
"262-4"	1
"26/26"	1
"26-31-kda"	1
"2632-bp"	1
"26-33"	1
"263601"	1
"2639"	1
"(2640"	1
"26432(t)"	1
"264769)"	1
"264 kcal)"	1
"26-50"	1
"26518)"	1
"265bp"	1
"-266"	1
"(266"	1
"266002"	1
"2661"	1
"26-69"	1
"266-fold"	1
"266 %"	1
"(267"	1
"(2670"	1
"2672"	1
"2673"	1
"2677"	1
"26±77"	1
"26783(t)"	1
"267-amino"	1
"2682"	1
"268-276"	1
"268-383"	1
"2687"	1
"268-kb"	1
"-269"	1
"2693(t)"	1
"2695"	1
"2(69)9"	1
"26a"	1
"26-amino"	1
"(26)bgi-shenzhen"	1
"2-6°c"	1
"26-day"	1
"26-fold"	1
"26-kb"	1
"26-like"	1
"26-mb"	1
"26mm"	1
"26(o)c"	1
"26s-proteasome-dependent"	1
"26th"	1
"(26%wb)"	1
"26-week-old"	1
"26 %"	1
"26 n)"	1
"-27"	1
"(-27%)"	1
"(27)"	1
"[27%])"	1
"+27"	1
"+27)"	1
"27-0"	1
"270%"	1
"(2700"	1
"27000"	1
"2701"	1
"2707"	1
"270µm)"	1
"270 nm"	1
"27/1000"	1
"2711"	1
"[27-13c]zymosterol"	1
"27151(t))"	1
"2-72"	1
"27±2"	1
"272)"	1
"272-273"	1
"2724554@myuwc"	1
"272-683"	1
"27/27"	1
"(27-28%)"	1
"27-28"	1
"27-29"	1
"272-bp"	1
"272-fold"	1
"(273"	1
"2-73"	1
"273)"	1
"27/32"	1
"273-303]"	1
"2734778@myuwc"	1
"27-36%"	1
"(27-37"	1
"2739"	1
"273 g/d"	1
"2-74"	1
"(27/40"	1
"2746"	1
"2749"	1
"(2749"	1
"274mg/g)"	1
"(27 ± 4 kg"	1
"(275"	1
"27-50%"	1
"27-5302"	1
"2-76"	1
"2760"	1
"2761"	1
"2762"	1
"27695-7613"	1
"27695-7625"	1
"27695-7631"	1
"(277"	1
"2=77"	1
"27708"	1
"27713"	1
"(27/72)"	1
"277-284)"	1
"277-288"	1
"27-79"	1
"278(1708)"	1
"(2787"	1
"-279"	1
"(279"	1
"2790"	1
"279-280"	1
"2793"	1
"27-amino-acid"	1
"27-bp"	1
"27°c"	1
"27 days)"	1
"27[deg]c"	1
"27-fold"	1
"(27)human"	1
"27-hydroxylase"	1
"27-kb"	1
"27kd"	1
"27kda"	1
"27microm"	1
"27th"	1
"~28"	1
"(+28"	1
"(2-8"	1
"(28-"	1
"(28)"	1
"[28%])"	1
"+28"	1
"∼28"	1
"2-8"	1
"28°"	1
"(280"	1
"28-0"	1
"28015-602-campos"	1
"280-291"	1
"(280-315"	1
"280-315"	1
"280/349"	1
"28040"	1
"28049"	1
"280-517"	1
"28079(t))"	1
"(2809"	1
"280 kcal"	1
"280 mmol/d"	1
"-281"	1
"2-81"	1
"28·1"	1
"2813"	1
"281-fold"	1
"(282"	1
"28212(t) ="	1
"(283"	1
"28-30°c"	1
"2832"	1
"28-32"	1
"-284"	1
"(284"	1
"28-40"	1
"(28-418"	1
"28-44%"	1
"284c"	1
"284 kcal"	1
"(285"	1
"28±5"	1
"(2850"	1
"2852"	1
"285-329)"	1
"2857-2865)"	1
"285-bp"	1
"(286"	1
"(-286"	1
"(286)"	1
"28606"	1
"(286/361)"	1
"286(5445)"	1
"28672)"	1
"-287"	1
"2871"	1
"287-292)"	1
"2878"	1
"28-8"	1
"2882"	1
"288-9"	1
"288 bp"	1
"289%"	1
"289-302]"	1
"289 ± 412 g"	1
"2895"	1
"2895bp"	1
">289-fold"	1
"289g/d"	1
"28 °c"	1
"(28d"	1
"28 dap"	1
"(28-day-old)"	1
"(28-fold)"	1
"2-8-fold"	1
"28-fold)"	1
"(28n"	1
"(28n)"	1
"(28rnp)"	1
"28th"	1
"(28)the"	1
"28x"	1
"28 769"	1
"28 d"	1
"28 days"	1
"(28 h"	1
"28 μg/kg"	1
"-29"	1
"(>29%"	1
"(-29%)"	1
"(2-9)"	1
"(29)"	1
"(29%)"	1
"≈29"	1
"29-"	1
"29%)"	1
"29-0"	1
"2900"	1
"(≈2900"	1
"2903"	1
"290-300"	1
"290-600"	1
"2907"	1
"290-fold"	1
"2910"	1
"29122"	1
"291-295"	1
"2913"	1
"291-304)"	1
"(292"	1
"29290"	1
"292-amino"	1
"292-fold)"	1
"293)"	1
"2930"	1
"29-31"	1
"29-31kg)"	1
"2932"	1
"29-33%"	1
"293-323"	1
"29339"	1
"29-34%"	1
"2938"	1
"293t"	1
"~294"	1
"(294"	1
"(29/40"	1
"2941"	1
"2943"	1
"294-301)"	1
"29-44"	1
"29-47%"	1
"-295"	1
"(295%)"	1
"295)"	1
"(29/51)"	1
"2955"	1
"29-56"	1
"2959"	1
"2959-2962"	1
"29634-0311"	1
"29634-0375"	1
"2963-78"	1
"-2964"	1
"(-2964"	1
"2965"	1
"2970"	1
"2970-80"	1
"2971"	1
"-297/-160"	1
"297-306]"	1
"2974"	1
"297-amino"	1
"297-bp"	1
"2980"	1
"298-302"	1
"2983-2901"	1
"(2987"	1
"2988-2993)"	1
"(299"	1
"2-99"	1
"29924-29929"	1
"299-303)"	1
"299-304)"	1
"2995"	1
"299th"	1
"29b"	1
"29d"	1
"29k"	1
"29-kilodalton"	1
"29-nm"	1
"29-residue"	1
"(29)utah"	1
"29 g"	1
"29 kg"	1
"2a)"	1
"2-å"	1
"2a1"	1
"2a517)"	1
"2a6"	1
"2-acetyl-1-pyrroline"	1
"2a-g)"	1
"2-agonist"	1
"(2)agriculture"	1
"2ah2"	1
"2/alpha"	1
"2-alpha-d-glucosyltransferase"	1
"2-amino-1-benzeneacetone"	1
"2-aminofluorene"	1
"2)and"	1
"(2ap)"	1
"2-a)quinazolin-7-yl]acetic"	1
"2-a]quinazolin-7-yl)acetic"	1
"(2)armand"	1
"2-associated"	1
"2a-w"	1
"2-aza"	1
"(2)b"	1
"(2)baylor"	1
"(2-benzoxazolinone)"	1
"(2)bgi-shenzhen"	1
"(2bh)"	1
"(2)biotechnology"	1
"2-bis(p-chlorophenyl)ethane"	1
"(2)both"	1
"2b)-related"	1
"2-bromo-4´-nitroacetophenone"	1
"2(caso4)"	1
"(2-cbsa)"	1
"(2-cbsu)"	1
"(2)center"	1
"(2)centro"	1
"2-chloro-4"	1
"2-chlorobenzenesulfonamide"	1
"2-chloro-n(6)-(halogenobenzylamino)purine"	1
"2cis9trans11"	1
"(2)co"	1
"(2)collaborative"	1
"(2)crop"	1
"2-cys-peroxyredoxine"	1
"∼2 d"	1
"2d10)"	1
"2d-cosy"	1
"2d-dige"	1
"2d-dynamic"	1
"2-de)"	1
"2-de-based"	1
"2de-based"	1
"(2)delaware"	1
"2d-electrophoresed"	1
"2d-electrophoretic"	1
"2-de-maldi-tof-ms"	1
"2-de-maldi-tof-ms/ms"	1
"2-deoxy"	1
"2-deoxy-2-fluoroglucoside"	1
"2-deoxy-d-glucose"	1
"(2-dg)"	1
"(2-dge)"	1
"2-d-gel"	1
"2-diacylglycerol)"	1
"2-diacylglycerophosphocholine"	1
"2-diacylglycerophosphoethanolamine"	1
"2-dichloro-4-nitrobenzene"	1
"2-dichloroacetamide"	1
"2-dihydroquinoline"	1
"2-(dimethylamino)"	1
"2-dimethylcyclopropanecar"	1
"2-dimethylindan-1-yl)imidazole-5-carboxylate"	1
"2-diol"	1
"2-diphenyl-1-picrylhydrazyl"	1
"2-diphenyl-1-picrylhydrazyl)"	1
"2-ditritio-1"	1
"(2)division"	1
"2dl"	1
"2do"	1
"(2)doe-great"	1
"2-d-old"	1
"(2d-sds-page)"	1
"2d-sds-page"	1
"2d-wb"	1
"2e)"	1
"2/ethylene"	1
"(2f4-"	1
"(2f4-hga"	1
"2-fluoroglucoside"	1
"(>2-fold"	1
"≈2-fold"	1
"2)-fold"	1
"2-g"	1
"2/g"	1
"2 g"	1
"(2g12)"	1
"2g/l"	1
"2glcnac"	1
"2g/lh"	1
"(2gm"	1
"2-gpc"	1
"2-green"	1
"(2)guangdong"	1
"2h+"	1
"2h2"	1
"[2h3-methyl]adomet"	1
"[(2)h(6)]16"	1
"2-ha"	1
"(2)huazhong"	1
"2-hybrid"	1
"2-hydride"	1
"2-hydroperoxide"	1
"2-hydroxy-4-(methylthio)-butanoic"	1
"2-hydroxylase"	1
"2-hydroxynaringenin"	1
"2-iminobiotin"	1
"(2)in"	1
"(2)instituto"	1
"\"2k1"	1
"2kb"	1
"2-kb-pav-s35"	1
"2kda"	1
"2 kda"	1
"2kda)"	1
"2-keto"	1
"2kg)"	1
"2kg/cow"	1
"2kg/d"	1
"2-kilobase"	1
"(2)ks"	1
"(2l)"	1
"(2)laboratório"	1
"2-linked"	1
"2-linoleoyl-sn-glycero-3-phosphorylcholine"	1
"2l/kg"	1
"2-luc"	1
"2m"	1
"(2)ma"	1
"(2)maize"	1
"(2)majorbio"	1
"(2)master"	1
"(2me)"	1
"2-mediated"	1
"2-megabase"	1
"2-mercaptopropionic"	1
"2-methoxy-4-isopropylamino-6-butylamino-s-triazine"	1
"(2-methyl"	1
"2-methyl"	1
"2-methyl-3-ureidopropionate"	1
"2-methylmercapto-4-ethylamino-6-isobutylamino-s-triazine"	1
"2mg)"	1
"2mg/dl)"	1
"2mg/l"	1
"2-microm"	1
"2min"	1
"2-minute"	1
"2mm"	1
"2-mm"	1
"(2)molecular"	1
"(2n"	1
"2-n"	1
"2n = 2x = 18)"	1
"2n=2x=24)"	1
"2n-6)"	1
"(2n=6x=90)"	1
"(2-naa)"	1
"2-naa)"	1
"2-naphthaleneacetic"	1
"2-naphthylacetic"	1
"(2nd"	1
"2nd)"	1
"2nd-generation"	1
"2ng/ml"	1
"2-nitro-5-thiocyanatobenzoate"	1
"2-[n-morpholino]-ethanesulfonate"	1
"(2-noa)"	1
"2-nor"	1
"2-nor)"	1
"2-o-beta-d-glucopyranosyl-4-hydroxy-7-methoxy-1"	1
"(2og-fe"	1
"2oh"	1
"(2)ohio"	1
"2-on-2"	1
"-2-one]"	1
"(2)or"	1
"2-osa-mir159a"	1
"2-oxobutanoate"	1
"2-oxoglutarate)"	1
"2-oxoglutarate/malate"	1
"2-oxoglutate"	1
"2-(para-chlorophenoxy)isobutyric"	1
"2-period"	1
"(2)pharmaceutical"	1
"2-phase"	1
"2-phenylethylamine"	1
"2-phosphoglycerate"	1
"(2)pioneer"	1
"(2)present"	1
"(2-prooh)"	1
"2-propanediol"	1
"2-propanediol-fermenting"	1
"2-propanol)"	1
"2-propanol/30"	1
"2ps"	1
"2-p-toluidinonaphthalene-6-sulfonate"	1
"2qh"	1
"(2-r)"	1
"2-represented"	1
"(2)requimte-laqv"	1
"(2)riken"	1
"2rl"	1
"(2r-mybs)"	1
"2s(-1)"	1
"(2)school"	1
"(2)sensorlab"	1
"2-stage"	1
"2theta"	1
"(2)toxicology"	1
"2-trithioethyl"	1
"(2)triticeae"	1
"2-tub)"	1
"2-type"	1
"(2)unc"	1
"(2)united"	1
"(2)université"	1
"2-vlps-f"	1
"2-vlps-hn"	1
"2w1"	1
"(2)wake"	1
"(2)washington"	1
"2-way"	1
"(2)whole"	1
"(2)williams"	1
"(2)wright"	1
"(2x"	1
"2x10(-6)"	1
"2x35s"	1
"(2xnls-yfp-stm)"	1
"2-y"	1
"(2-yr"	1
"(2z)-3-amino-2-cyano-4-ethylhex-2-enoate"	1
"2-β-d-glucopyranosyloxy-4"	1
"2-δtm"	1
"2μg"	1
"(2μl"	1
"2 d"	1
"2 filter"	1
"2 fpu"	1
"2 fpu/g"	1
"2 µg/g"	1
"2 g/kg"	1
"2 h"	1
"≤2 h"	1
">2 h"	1
"2 kb"	1
"2 kg/d"	1
"2 mm)"	1
"2 months"	1
"2 u/dm(3))"	1
"2 years"	1
"2 ± 1"	1
"2 ± 2"	1
"2 ± 8"	1
"~3"	1
"<-3"	1
"<3%"	1
"=3"	1
">3"	1
"(<3"	1
"(+3%)"	1
"(∼3"	1
"(3-"	1
"[3]"	1
"±3"	1
"∼3%"	1
"3#"	1
"~30"	1
"<30%)"	1
">30%"	1
"-30%"	1
"(<30"	1
"(>30%)"	1
"(-30%)"	1
"(+30%)"	1
"(30)"	1
"[30"	1
"[30]"	1
"∼30%"	1
"3+/-0"	1
"≥300"	1
"-300)"	1
"\"-300\""	1
"(<300"	1
"(-300"	1
"(300)"	1
"30-0"	1
"300)"	1
"30000"	1
"30000-fold"	1
"300071"	1
"3000 ppm"	1
"300134"	1
"300-150"	1
"300-350"	1
"300-400"	1
"300450"	1
"-300-bp"	1
"300j·g(-1))"	1
"300kg"	1
"300-kg"	1
"300mg/g"	1
"300-micrometer"	1
"300-micron"	1
"-301"	1
"3·01"	1
"30-1"	1
"301)"	1
"30-10"	1
"30-100%"	1
"30-100°c"	1
"3013"	1
"301-460)"	1
"30-149"	1
"3017"	1
"-302"	1
"(302"	1
"30·2"	1
"302)"	1
"3020"	1
"302-1561)"	1
"30223"	1
"(30/25"	1
"(302810918)"	1
"302-bp"	1
"302 g/kg"	1
"303)"	1
"30-32"	1
"303-310)"	1
"(30-35"	1
"30-35%"	1
"303(5665)"	1
"30/36"	1
"(30-360"	1
"(30-38"	1
"304)"	1
"(30-40%"	1
"∼30-40%"	1
"30%-40%"	1
"30-40min"	1
"3042"	1
"30-42"	1
"-305"	1
"(305"	1
"305)"	1
"(30-50"	1
"(30-50%)"	1
"3050950@myuwc"	1
"3055"	1
"30-58"	1
"305-8604"	1
"305-8687"	1
"(305-d"	1
"(306"	1
"(-306"	1
"=30-60"	1
"30-60"	1
"30-60%"	1
"30602-2605"	1
"30602-2772"	1
"30602-7274"	1
"30604"	1
"30-60-mers"	1
"(3062-pioneer)"	1
"3063-amino"	1
"3064"	1
"-307"	1
"(307"	1
"(30-70"	1
"30709"	1
"3074"	1
"3078-3082]"	1
"307 u/ml"	1
"308%"	1
"3080"	1
"(30-80%)"	1
"3080361@myuwc"	1
"30-84"	1
"308-d"	1
"-309"	1
"309)"	1
"(30-90"	1
"30-90"	1
"3094-3100)"	1
"3094-bp"	1
"3095"	1
"30-97"	1
"30-a"	1
"30ah/40wcgf"	1
"30-amino"	1
"30%-and"	1
"30-base"	1
"(30)bgi-shenzhen"	1
"30-bp"	1
"(30°c"	1
"30°c)"	1
"(30%)--carp"	1
"30d5c4"	1
"30-day"	1
"30-day-old"	1
"30days"	1
"30[deg]c"	1
"(30e)"	1
">30-fold"	1
"30-fold)"	1
"30g"	1
"30 µg"	1
"30 g/kg"	1
"30gl(-1)"	1
"30gs)"	1
"30h"	1
"(30h)"	1
"30kda"	1
"30-kilodalton"	1
"30-l"	1
"30-mesh"	1
"30min"	1
"(30-min"	1
"(30mix"	1
"30-months-old"	1
"∼30 ng mg(-1)"	1
"30nm"	1
"30-nm"	1
"30-ns"	1
"30wecs"	1
"30-week-old"	1
"30-yr"	1
"30 %"	1
"(30 000 units/kg"	1
"30 °c"	1
"30 days"	1
"30 g"	1
"(30 g l(-1)"	1
"30 s"	1
"30 s)"	1
"(-31%)"	1
"[31"	1
"[31]"	1
"$31"	1
"+31"	1
"3/1"	1
"3±1"	1
"3∶1"	1
"3-10%"	1
"3(10)"	1
"3%-10%"	1
"310)"	1
"31000"	1
"3-1000"	1
"310007"	1
"310036"	1
"3101"	1
"310-2596"	1
"3107"	1
"3109/10409239309086795"	1
"310-bp"	1
"3-11"	1
"3110"	1
"3111"	1
"31-120"	1
"311300"	1
"(312"	1
"(31-20"	1
"3124"	1
"(313"	1
"(31±3%"	1
"3132"	1
"31-33"	1
"313-320]"	1
"(31-37%)"	1
"313-bp"	1
"(3-14)"	1
"(3/141)"	1
"3148)"	1
"3-14c]glyceric"	1
"314-residue"	1
"3-15%"	1
"315)"	1
"3154"	1
"(315-400"	1
"315-400"	1
"+316"	1
"-31/+60"	1
"-317"	1
"3-17"	1
"3-182"	1
"31821(pzb5)"	1
"3183"	1
"3187"	1
"(319"	1
"(319)"	1
"31931"	1
"31961t)]"	1
"319th"	1
"31-bp"	1
"3-1d"	1
"31kda"	1
"3-1 µm"	1
"(31)p"	1
"[31p]"	1
"31p)"	1
"(31p41-pioneer)"	1
"3(1)-phytase"	1
"(31)p-nmr"	1
"(31)p-nuclear"	1
"31p-nuclear"	1
"(31)state"	1
"31x10(-6)"	1
"31 %"	1
"-32"	1
"$32"	1
"∼32%"	1
"3-(2"	1
"3+/-2"	1
"3 ± 2"	1
"32%)"	1
"-320"	1
"3-20"	1
"32-0"	1
"32000"	1
">3200-fold"	1
"3203"	1
"3204"	1
"(320-400"	1
"320·5"	1
"320 g/kg"	1
"320 μmol"	1
"(321"	1
"3-21"	1
"321-3497"	1
"321-m"	1
"-322"	1
"3226"	1
"322pgml(-1)"	1
"322-residue"	1
"(323"	1
"32 ± 3"	1
"32306-4370"	1
"323-339"	1
"323(5914)"	1
"324059"	1
"32430"	1
"324-334]"	1
"32474"	1
"324-kb"	1
"(325"	1
"(3/25"	1
"3250"	1
"325-332)"	1
"325690-3)"	1
"(326)"	1
"32604"	1
"32610-0126"	1
"32611-8526"	1
"(32-62%"	1
"326-328)"	1
"-326-bp"	1
"327680"	1
"3276800"	1
"327 bp"	1
"(329"	1
"(-329"	1
"3291"	1
"329-amino-acid"	1
"(32al)"	1
"3-(2-benzoyl-1-methyl-1h-pyrrol-4-yl)-n-hydroxy-2-propenamide"	1
"3-(2-benzoyl-1-methyl-1h-pyrrol-5-yl)-n-hydroxy-2-propenamide"	1
"(32)commonwealth"	1
"32 f"	1
"32-fold"	1
"32-fold)"	1
"32-h"	1
"32-kb"	1
"32kda"	1
"\"32-kda\""	1
"(32-kda"	1
"32-kg"	1
"32-kilodalton"	1
"32-mm"	1
"[(32)p]"	1
"32p)"	1
"[32p]atp"	1
"32p-based"	1
"(32)p(i)"	1
"(32)p-incorporation"	1
"32p-incorporation"	1
"[32p]inorganic"	1
"[32p]-labeled"	1
"(32)p-labeling"	1
"32p-labeling"	1
"(32)p-labelled"	1
"32p-labelled"	1
"[(32)p]orthophosphate"	1
"[32p]-orthophosphate"	1
"[32p]pepc"	1
"32p-phosphopeptide"	1
"[(32)p]phosphopeptides"	1
"32p-phosphorylatable"	1
"(32)p-phosphorylated"	1
"(32)p-phosphorylated/activated"	1
"[(32)p]p(i)"	1
"[32p]pi"	1
"(32)p-radioactivity"	1
"32p-radiolabeled"	1
"32p-susy"	1
"32μm"	1
"32 g)"	1
">33%"	1
"-33%"	1
"(+33"	1
"(3-(3"	1
"[33%"	1
"∼33%"	1
"3(3"	1
"3±3"	1
"3 × 3"	1
"(330"	1
"3300"	1
"33000-35000"	1
"3301"	1
"3306"	1
"330(6001)"	1
"3308)"	1
"330-kda"	1
"3310"	1
"33100"	1
"33 × 10(8)"	1
"3318"	1
"332"	1
"3320)"	1
"332-0012"	1
"332-346]"	1
"3327"	1
"(33·3%)"	1
"+333"	1
"33(3)"	1
"333%"	1
"3330"	1
"33319-33326)"	1
"33-34%"	1
"33342"	1
"333(6046)"	1
"(3337"	1
"33-38%"	1
"(334"	1
"(3/34"	1
"3-34"	1
"33430-4702"	1
"(334±374µg/kg)"	1
"334(6179)"	1
"3348"	1
"3--35"	1
"3 ± 35"	1
"335)"	1
"3350"	1
"33501"	1
"3351-3361)"	1
"33-53"	1
"335(6065)"	1
"3357"	1
"33·6"	1
"336-373"	1
"-337"	1
"(337"	1
"(-337"	1
"33-70%"	1
"337108138@qq"	1
"337(6205)"	1
"(3382"	1
"33850"	1
"33865"	1
"33883"	1
"(339"	1
"339-16"	1
"339-345)"	1
"3394)"	1
"33-amino-acid"	1
"33as67cs)"	1
"[3-[(3-cholamidopropyl)dimethylammonio]-1-propanesulfonic"	1
"3-(3-cholamidopropyl)dimethylammonio]propane-1-sulphonate)"	1
"33-fold"	1
"(33fsf)"	1
"33g/g"	1
"3(3h)"	1
"33j56"	1
"(33j56)"	1
"33kda"	1
"33-kdalton"	1
"-33-kpa"	1
"33-mum"	1
"33p66"	1
"(33p66)"	1
"33p67"	1
"33p-labelling"	1
"(33r77)"	1
"(33tf67cs)"	1
"33 %)"	1
"33 μg ml(-1)"	1
"-34%"	1
"(<3-4"	1
"3-(4"	1
"3/4"	1
"3 ± 4"	1
"34-"	1
"3-40)"	1
"34000"	1
"3400-6700"	1
"34060"	1
"34095"	1
"340 kb"	1
"(341"	1
"(-341"	1
"34-100"	1
"34109"	1
"34+/-13"	1
"341-347"	1
"341-4"	1
"3414-3420]"	1
"3420"	1
"3424"	1
"342aa"	1
"342-bp"	1
"-343"	1
"-343)"	1
"(-343"	1
"343-353"	1
"343+/-5"	1
"3435-46"	1
"34-38%"	1
"34394"	1
"34398"	1
"(344"	1
"(34-40%)"	1
"(344±2"	1
"3443"	1
"3447-62"	1
"(345"	1
"345%"	1
"34517"	1
"3456"	1
"3459"	1
"345@osu"	1
"346-386 mg"	1
"3466"	1
"3467"	1
"-347"	1
"-347)"	1
"(-347)"	1
"3470"	1
"(-347/-226)"	1
"(348"	1
"(3487 u/mg"	1
"3489"	1
"348-amino"	1
"(349"	1
"(-349"	1
"3·49)+10·04"	1
"349-362)"	1
"34945"	1
"3497)"	1
"34a"	1
"3-(4-benzoyl-1-methyl-1h-pyrrol-2-yl)-n-hydroxy-2-propenamide"	1
"34-bp"	1
"34 °c"	1
"3-{4-(ethylamino)-6-(isopropylamino)-1"	1
"34 f"	1
"34-fold"	1
"34h"	1
"34-kd"	1
"34r07"	1
"(34)s"	1
"3-4 μm s(-1)"	1
"~35"	1
">35"	1
">35%"	1
"\"-35\""	1
"(+35%)"	1
"(∼35%)"	1
"[35%])"	1
"+/-3-5%"	1
