FRAMEID	COMMONNAME	SMILES	INCHI	CLASS?
CPD-882	11-<i>cis</i>-retinol	CCCCC1CCCCC1CCCCCCCCCOC	InChI1S/C20H30O/c1-168-6-9-17213-15-2111-12-19-18310-7-14-201945/h68-911-1321H71014-15H21-5H3/b9-6-12-11+16-8+17-13+	false
CPD-10517	3-hydroxy-indole-3-butyryl-CoA	C5NCC1CNCN1C2OCCOPOOOCO2COPOOPOOCCCCCOCONCCCONCCSCOCCOCC3C4CNC3CCCC4OON5N	null	false
CPD-18666	epoxypheophorbide <i>a</i>	CCC1CCC3NC1CC6CCC7CO[C-]COCOCC2CCCCO[O-]CCCN2CC5CCCCCC4OC34N5CN67	InChI1S/C35H35N4O6/c1-8-18-15429-33-3545-33209-21652339-3512-21-1431910-11-2540413036-2127-28344344-7324226-1762237-31262713-241838-29/h912-1419333739H2810-11H213-7H3H4041/q-1/p-1/b23-12-24-13-30-27-/t14-19-33?35?/m0/s1	false
CPD-1777	coniferin	COC2CCCCCOCCCOC1OCCOCOCOCO12	InChI1S/C16H22O8/c1-22-11-7-93-2-6-174-5-101123-16-152114201319128-1824-16/h2-5712-21H68H21H3/b3-2+/t12-13-14+15-16-/m1/s1	false
CPD-10518	3-keto-indole-3-butyryl-CoA	C5NCC1CNCN1C2OCCOPOOOCO2COPOOPOOCCCCCOCONCCCONCCSCOCCOCC3C4CNC3CCCC4OON5N	null	false
CPD-12164	indolepropanol phosphate	COP[O-]O[O-]CCC1CNC2C1CCCC2	InChI1S/C11H14NO4P/c13-17141516-7-3-4-9-8-12-11-6-2-1-5-10911/h1-25-6812H3-47H2H2131415/p-2	false
CPDQT-7	hamamelose-2<sup>1</sup>5-bisphosphate	CC1CCCOPOOOCO1OOOOPOOO	null	false
FUM	fumarate	CC[O-]OCCO[O-]	InChI1S/C4H4O4/c5-361-2-478/h1-2HH56H78/p-2/b2-1+	false
CPD-13091	9Z12Z-1516-epoxyoctadeca-912-dienoate	CCC1OC1CCCCCCCCCCCCCCO[O-]	InChI1S/C18H30O3/c1-2-16-1721-1614-12-10-8-6-4-3-5-7-9-11-13-15-181920/h46101216-17H2-357-91113-15H21H3H1920/p-1/b6-4-12-10-	false
CYS-GLY	L-cysteinyl-glycine	CC[O-]ONCCCS[N+]O	InChI1S/C5H10N2O3S/c6-32-115107-1-489/h311H1-26H2H710H89/t3-/m0/s1	false
CPD-12917	4&alpha;-hydroxymethyl-5&alpha;-cholesta-724-dien-3&beta;-ol	CCCCCCCC[CH]3CC[CH]4C2CC[CH]1CCOCOCCCC1[CH]2CCCC34	InChI1S/C28H46O2/c1-1827-6-8-19322-11-12-23-20-9-10-24-2117-29263014-16-28245252013-15-2722234/h791921-2629-30H6810-17H21-5H3/t19-21+22-23+24+25+26+27-28+/m1/s1	false
CPD-16665	oryzalide A	CC1COOCOC2C3CCC4CCCCC123C5OC45CCC	InChI1S/C19H28O4/c1-16211-7-8-19-9-10184131923-185-6-121917113152122-141620/h10-131521H5-9H21-4H3/t10?11?12?13?15-17-18+19-/m1/s1	false
CPD-13089	12Z15Z-910-epoxyoctadeca-1215-dienoate	CCCCCCCCC1OC1CCCCCCCCO[O-]	InChI1S/C18H30O3/c1-2-3-4-5-7-10-13-16-1721-1614-11-8-6-9-12-15-181920/h3-471016-17H25-68-911-15H21H3H1920/p-1/b4-3-10-7-	false
CPD-12117	demethylmenaquinol-7	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCOC2CCCCCCO12C	InChI1S/C45H64O2/c1-34217-11-18-35319-12-20-36421-13-22-37523-14-24-38625-15-26-39727-16-28-40831-32-41-33-444642-29-9-10-30-4342454147/h9-1017192123252729-313346-47H11-1618202224262832H21-8H3/b35-19+36-21+37-23+38-25+39-27+40-31+	false
CARBONYL-GROUP	a carbonyl group	CO[R1][R1]	null	false
CPD-15076	<i>Z</i>-6'-hydroxyferulate	COC1CCCCC[O-]OCOCCO1	InChI1S/C10H10O5/c1-15-9-4-62-3-1013147115-8912/h2-511-12H1H3H1314/p-1/b3-2-	false
CPD-7138	cyanidin 35-di-<i>O</i>-&beta;-D-glucoside	COC1COCOCOCO1OC5C4CCOC2COCOCOCCOO2CC3CCCOCOC3[O+]C4CC[O-]C5	InChI1S/C27H30O16/c28-7-17-1933213523372642-1740-15-5-10304-14-11156-162539-149-1-2-123113323-941-27-243822362034188-2943-27/h1-617-2426-2933-38H7-8H2H2-303132/t17-18-19-20-21+22+23-24-26-27-/m1/s1	false
CPD-4202	<i>trans</i>-zeatin riboside triphosphate	CCCCNC3NCNC2NC1CCCO1COPOPO[O-]OPO[O-]O[O-]OOOCNC23CO	InChI1S/C15H24N5O14P3/c1-84-212-3-16-13-10-1418-6-17-13207-19-1015-12231122932-155-31-36272834-37293033-35242526/h26-7911-121521-23H3-5H21H3H2728H2930H161718H2242526/p-3/b8-2+/t9-11-12-15-/m1/s1	false
ISOPENICILLIN-N	isopenicillin N	CC1CS[CH]2CCONCCO[O-]12NCOCCCC[N+]CO[O-]	InChI1S/C14H21N3O6S/c1-142913222317-10198111724-1416-7185-3-4-615122021/h68-911H3-515H21-2H3H1618H2021H2223/p-1/t6-8+9-11+/m0/s1	false
UREA	urea	CONN	InChI1S/CH4N2O/c2-134/hH4234	false
CPD-16700	6&alpha;-hydroxy-germacra-11041113-trien-12-oate	CC1CCCCCCCOCCCO[O-]CCC1	InChI1S/C15H22O3/c1-10-5-4-6-1129-1416138-7-10123151718/h5913-1416H3-46-8H21-2H3H1718/p-1/b10-5+11-9+/t13-14+/m0/s1	false
CPD-11763	bisorganyltrisulfane	CSSSCCNCOCCC[N+]CO[O-]CONCCO[O-]CCONCCO[O-]NCCCCC[O-]O[N+]O	InChI1S/C20H34N6O12S3/c21-91935361-3-132725-11173323-5-1529307-39-41-40-8-12183424-6-16313226-14284-2-1022203738/h9-12172333H1-821-22H2H2434H2527H2628H2930H3132H3536H3738/p-2	false
CPD-11517	3-oxo-2-cis-2'-pentenyl-cyclopentane-1-octanoyl-CoA	CCCCCC4COCCCCCCCCCCCSCCNCOCCNCOCOCCCCOPOOPOOCC1OCCC1OP[O-]O[O-]ON3C2CCNNCN2NC3[O-][O-]O4	InChI1S/C39H64N7O18P3S/c1-4-5-9-13-26-2515-16-27264712-10-7-6-8-11-14-304968-20-19-41-294817-18-42-37523451392322-61-67585964-66565760-21-28-3363-6553545532503862-2846-24-45-31-354043-23-44-363146/h5923-262832-343850-51H46-810-22H21-3H3H4148H4252H5657H5859H2404344H2535455/p-4/b9-5-/t25?26?28-32-33-34+38-/m1/s1	false
CPD-7144	pelargonidin-3-<i>O</i>-rutinoside	CC5COCOCOCOCC1COCOCOCO1OC3CC4C[O+]CC2CCCOCC23CCOCC[O-]4O5	InChI1S/C27H30O14/c1-10-1931213323352638-1037-9-18-2032223424362741-1840-17-8-14-15306-13297-161439-251711-2-4-12285-3-11/h2-81018-2426-2731-36H9H21H3H2-282930/t10-18+19-20+21+22-23+24+26+27+/m0/s1	false
ADENOSYL-P4	5'5'''-diadenosine tetraphosphate	CC1CCCO1N3CNC2CNCNC23NOOOPOPOPOPOCC4CCCO4N6CNC5CNCNC56NOO[O-]O[O-]O[O-]O[O-]O	InChI1S/C20H28N10O19P4/c21-15-9-1725-3-23-15295-27-919-13331131745-191-43-50353647-52394049-53414248-51373844-2-8-123214342046-830-6-28-10-162224-4-26-181030/h3-811-1419-2031-34H1-2H2H3536H3738H3940H4142H2212325H2222426/p-4/t7-8-11-12-13-14-19-20-/m1/s1	false
CGMP	cyclic-GMP	C4C3CCCN2C1CCNCN1NONC2O3OOPO4O[O-]	InChI1S/C10H12N5O7P/c11-10-13-7-481714-1012-2-1579-5166-321-91-20-23181922-6/h2-35-6916H1H2H1819H311131417/p-1/t3-5-6-9-/m1/s1	false
AMP-GROUP	AMP group	CC3CCCN2C1CCNCN1NNC2O3OOOP[O-][O-]O	null	false
CARBON-DIOXIDE	CO<SUB>2</SUB>	COO	InChI1S/CO2/c2-1-3	false
CPD-7062	pheophorbide <i>b</i>	CCC5CCC6CC1CCCCCCO[O-]CN1C3CCOCOCOC2CCCNC23CC4CCCC[CH]OCN4CC5N6	InChI1S/C35H34N4O6/c1-7-18-15322-11-23-164209-10-2841423238-2330-31354445-6344329-1752439-33293012-26-198-22114-402737-2613-251836-22/h711-141620313639H18-10H22-6H3H4142/p-1/b22-11-23-11-24-12-25-13-26-12-27-13-32-30-/t16-20-31+/m0/s1	false
CPD-6661	1D-<i>myo</i>-inositol12346-penta<i>kis</i>phosphate	C1OCOP[O-]O[O-]COP[O-][O-]OCOP[O-][O-]OCOPO[O-][O-]COPO[O-][O-]1	InChI1S/C6H17O21P5/c7-1-223-288910425-30141516627-32202122526-311718193124-29111213/h1-7HH28910H2111213H2141516H2171819H2202122/p-10/t1-2-3+4+5-6+	false
CH3-MALONATE-S-ALD	<i>S</i>-methylmalonate-semialdehyde	CC[CH]OCO[O-]	InChI1S/C4H6O3/c1-32-5467/h2-3H1H3H67/p-1/t3-/m0/s1	false
SIROHYDROCHLORIN	sirohydrochlorin	CC2CCO[O-]C1CC5NCCC4NCCC3NCCCN1CCCCO[O-]2CCCO[O-]CCCCO[O-]3CCCCO[O-]CCCO[O-]4CCCCO[O-]CCCCO[O-]5	InChI1S/C42H46N4O16/c1-4117-395960235-9-35515229-14-27-2111-375556193-7-3347482543-2713-26-204-8-3449502212-3857582844-2615-31-42218-406162246-10-3653543046-3116-324145-29/h13-1623-2444-45H3-1217-18H21-2H3H4748H4950H5152H5354H5556H5758H5960H6162/p-8/b25-13-29-14-31-15-32-16-/t23-24-41+42+/m1/s1	false
D-GLUCARATE	D-glucarate	COCOCOCOCOCO[O-][O-]	InChI1S/C6H10O8/c7-139511122841061314/h1-47-10HH1112H1314/p-2/t1-2-3-4+/m0/s1	false
PHTHALATE	phthalate	CC1CCCCCC[O-]O1[O-]O	InChI1S/C8H6O4/c9-7105-3-1-2-4-6581112/h1-4HH910H1112/p-2	false
CPD-13612	D-<i>erythro</i>-sphinganine	CCCCCCCCCCCCCCCCCCO[N+]O	InChI1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-1821171916-20/h17-1820-21H2-1619H21H3/p+1/t17-18+/m0/s1	false
CPD-13254	soyasaponin III	CC7CCCOC6C[CH]C5CC[CH]4C3CCCCOC2OCC[O-]OCOCOCOC1COCOCOCCOO12CCCO[CH]3CCCC4CC5CC6C7	InChI1S/C42H68O14/c1-37216-21-20-8-9-24-39412-11-2640519-44233910-13-422474120615-14-38213254517-3754-36-33304929483255-3634515256-35-3150284727462218-4353-35/h821-3335-3643-50H9-19H21-7H3H5152/p-1/t21-22+23+24+25+26-27-28-29-30-31+32-33+35-36+38+39-40+41+42+/m0/s1	false
CPD-12909	4&alpha;-carboxy-ergosta-72424<sup>1</sup>-dien-3&beta;-ol	CCCCCCCCC[CH]3CC[CH]4C2CC[CH]1CC[O-]OCOCCCC1[CH]2CCCC34	InChI1S/C29H46O3/c1-1721837-8-19421-11-12-22-20-9-10-24-26273132253014-16-29246232013-15-2821225/h9171921-2630H37-810-16H21-24-6H3H3132/p-1/t19-21-22+23+24+25+26+28-29-/m1/s1	false
5-METHOXYFURANOCOUMARIN	bergapten	COC2C1COCC1CC3OCOCCC23	InChI1S/C12H8O4/c1-14-12-7-2-3-111316-1076-9-8124-5-15-9/h2-6H1H3	false
CPD-13611	sphinganineC20	CCCCCCCCCCCCCCCCCCOC[N+]CO	InChI1S/C20H43NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-2023192118-22/h19-2022-23H2-1821H21H3/p+1/t19-20+/m0/s1	false
|A-DXYL-PEN-1:5|	a-dxyl-PEN-1:5	null	null	false
L-LACTATE	<i>S</i>-lactate	CCC[O-]OO	InChI1S/C3H6O3/c1-24356/h24H1H3H56/p-1/t2-/m0/s1	false
CPD-219	D-lysine	C[N+]CCCC[N+]C[O-]O	InChI1S/C6H14N2O2/c7-4-2-1-3-586910/h5H1-47-8H2H910/p+1/t5-/m1/s1	false
CPD-6122	15-diazabicyclononane	C1CC[N+]C2CCCN12	InChI1S/C7H14N2/c1-3-7-8-4-2-6-975-1/h7-8H1-6H2/p+1	false
CPD-7227	2'-deoxymugineate	CCCC[N+]1CCC1C[O-]O[N+]CCCC[O-]OO[O-]O	InChI1S/C12H20N2O7/c15-91220211-4-13-71016172-5-14-6-3-814111819/h7-91315H1-6H2H1617H1819H2021/p-1/t7-8-9?/m0/s1	false
INOSINE	inosine	COC1OCCOCO1N3CNC2CONCNC23	InChI1S/C10H12N4O5/c15-1-4-6167171019-414-3-13-5-81411-2-12-9518/h2-46-71015-17H1H2H111218/t4-6-7-10-/m1/s1	false
CPDQT-35	2-7'-methylthioheptylmalate	CSCCCCCCCCOCC[O-]OCO[O-]	InChI1S/C12H22O5S/c1-18-8-6-4-2-3-5-7-12171115169-101314/h17H2-9H21H3H1314H1516/p-2	false
CPD-8066	ajugose	COC1COCOCOCO1OCC2COCOCOCO2OCC3COCOCOCO3OCC6COCOCOCOCC5COCOCOCOC4COCOCOCCOO4O5O6	InChI1S/C36H62O31/c37-1-8-1440204625513161-857-3-10-1541214726523262-1058-4-11-1642224827533363-1159-5-12-1743234928543464-1260-6-13-1844245029553565-1367-367-393056194592-3866-36/h8-3537-56H1-7H2/t8-9-10-11-12-13-14+15+16+17+18-19-20+21+22+23+24+25-26-27-28-29-30+31+32+33+34+35-36+/m1/s1	false
3-UREIDO-PROPIONATE	3-ureidopropanoate	CNCONCC[O-]O	InChI1S/C4H8N2O3/c5-496-2-1-378/h1-2H2H78H3569/p-1	false
CPD-14269	<i>Z</i>-15-tetracosenoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCCSCCNCOCCNCOCOCCCCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]O	InChI1S/C45H80N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-365473-29-28-47-355326-27-48-43574056452331-66-72636469-71616265-30-34-3968-7058596038554467-3452-33-51-37-414649-32-50-423752/h11-1232-3438-404455-56H4-1013-31H21-3H3H4753H4857H6162H6364H2464950H2585960/p-4/b12-11-/t34-38-39-40+44-/m1/s1	false
CPD-14768	phosphoinositol-&beta;-mannoside-phosphoinositol	COC2COP[O-]OOC1COCOCOCOCO1COCOCO2OC3COCOCCOCO3OP[O-]OO	InChI1S/C18H34O22P2/c19-1-2-1439-42343540-17-62342132052271724122913301836-237-15-82510271611289152638-41313233/h2-30H1H2H3435H2313233/p-2/t2-3-4-5+6-7-8-9+10-11-12-13+14-15+16+17-18-/m1/s1	false
CPD-9899	3-methoxy-4-hydroxy-5-<i>all-trans</i>-octaprenylbenzoate	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCOCCCC[O-]OC1OCCCCCCCC	InChI1S/C48H72O4/c1-36218-11-19-37320-12-21-38422-13-23-39524-14-25-40626-15-27-41728-16-29-42830-17-31-43932-33-44-34-4548505135-4652-10474449/h182022242628303234-3549H11-171921232527293133H21-10H3H5051/p-1/b37-20+38-22+39-24+40-26+41-28+42-30+43-32+	false
CPD-13575	2-[2<i>R</i>5<i>Z</i>-2-carboxy-4-methylthiazol-52<i>H</i>-ylidene]ethyl phosphate	CC1CCCOP[O-]O[O-]SCCO[O-]N1	InChI1S/C7H10NO6PS/c1-4-52-3-14-1511121316-68-47910/h26H3H21H3H910H2111213/p-3/b5-2-/t6-/m1/s1	false
CPD-558	pimeloyl-CoA	CCCCOCONCCCONCCSCCCCCCC[O-]OOCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	InChI1S/C28H46N7O19P3S/c1-2822341264231-9-8-173630-10-11-58-19397-5-3-4-6-18373813-51-57484954-56464750-12-16-2253-5543444521402752-1635-15-34-20-242932-14-33-252035/h14-1621-232740-41H3-13H21-2H3H3036H3142H3738H4647H4849H2293233H2434445/p-5/t16-21-22-23+27-/m1/s1	false
HOMOGENTISATE	homogentisate	C1CCCCC1OCC[O-]OO	InChI1S/C8H8O4/c9-6-1-2-71053-64-81112/h1-39-10H4H2H1112/p-1	false
THF	tetrahydropteroyl mono-L-glutamate	CNC1CCCCONCCO[O-]CCC[O-]OCC1[CH]3CNC2CCONCNN2N3	InChI1S/C19H23N7O6/c20-19-25-15-14173026-1923-118-22-157-21-10-3-1-92-4-10162924-121831325-6-132728/h1-411-122123H5-8H2H2429H2728H3132H42022252630/p-2/t11-12-/m0/s1	false
DIHYDROSIROHYDROCHLORIN	precorrin-2	CC5CCO[O-]CC4CC1NCCCCCO[O-]CCCO[O-]1CC2CCCCO[O-]CCCO[O-]CN2CC3CCCCO[O-]CCCCO[O-]CN3CC[N+]45CCCO[O-]	InChI1S/C42H48N4O16/c1-4117-395960235-9-35515229-14-27-2111-375556193-7-3347482543-2713-26-204-8-3449502212-3857582844-2615-31-42218-406162246-10-3653543046-3116-324145-29/h14-1623-2443-45H3-1317-18H21-2H3H4748H4950H5152H5354H5556H5758H5960H6162/p-7/b29-14-31-15-32-16-/t23-24-41+42+/m1/s1	false
CPD-10267	decanoyl-CoA	CCCCCCCCCCOSCCNCOCCNCOCOCCCCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	InChI1S/C31H54N7O17P3S/c1-4-5-6-7-8-9-10-11-224059-15-14-33-213912-13-34-29432642312317-52-58495055-57474851-16-20-2554-5644454624413053-2038-19-37-23-273235-18-36-282338/h18-2024-263041-42H4-17H21-3H3H3339H3443H4748H4950H2323536H2444546/p-4/t20-24-25-26+30-/m1/s1	false
CPD-9898	3-methoxy-4-hydroxy-5-<i>all-trans</i>-nonaprenylbenzoate	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCOCCCC[O-]OC1OCCCCCCCC	InChI1S/C53H80O4/c1-40220-12-21-41322-13-23-42424-14-25-43526-15-27-44628-16-29-45730-17-31-46832-18-33-47934-19-35-481036-37-49-38-5053555639-5157-11524954/h20222426283032343638-3954H12-19212325272931333537H21-11H3H5556/p-1/b41-22+42-24+43-26+44-28+45-30+46-32+47-34+48-36+	false
CPD-9280	ethiin	CCSOCC[N+]C[O-]O	InChI1S/C5H11NO3S/c1-2-1093-46578/h4H2-36H21H3H78/t4-10?/m0/s1	false
RHAMNOSE	&alpha;-L-rhamnopyranose	CC1CCCCO1OOOO	InChI1S/C6H12O5/c1-2-37485961011-2/h2-10H1H3/t2-3-4+5+6+/m0/s1	false
CPD-12866	4&alpha;-formyl4&beta;14&alpha;-dimethyl-9&beta;19-cyclo-5&alpha;-ergost-2424<sup>1</sup>-en-3&beta;-ol	CCCCCCCCC[CH]3CCC4C[CH]1CC[CH]5C[CH]OCCOCCC2CC12CCCC345	InChI1S/C31H50O2/c1-2022138-9-22423-12-14-29725-11-10-24-27519-32263313-15-302418-31253017-16-2823296/h19-2022-2633H38-18H21-24-7H3/t22-23-24+25+26+27+28-29+30?31?/m1/s1	false
CPD-16637	elloramycin	CC1CCOOCCCC2CC3CCC12OCC4COCCCCC3O4OOOCOCOOC5COCCCCCO5OCOC	InChI1S/C32H36O15/c1-12-19-1410-162012293844-747-30-2543-62442-52341-413246-309-15-2122193428373245-8183311-1740-32736313239261535/h9-111323-252730343639H1-8H3/t13-23-24+25+27+30-31+32+/m0/s1	false
CPD-13952	dTDP-34-didehydro-26-dideoxy-&alpha;-D-glucose	CC1CNCONCO1C3CCOCCOP[O-]OOP[O-]OOC2OCCCOCOC2O3	InChI1S/C16H22N2O14P2/c1-7-5-18162317-1572212-3-9191130-126-28-33242532-34262731-13-4-102014218229-13/h58-911-1319H3-46H21-2H3H2425H2627H172223/p-2/t8-9+11-12-13-/m1/s1	false
CHOLINE	choline	CCO[N+]CCC	InChI1S/C5H14NO/c1-6234-5-7/h7H4-5H21-3H3/q+1	false
BETAINE_ALDEHYDE	betaine aldehyde	C[N+]CC[CH]OC	InChI1S/C5H12NO/c1-6234-5-7/h5H4H21-3H3/q+1	false
GLUTARATE	glutarate	CCC[O-]OCCO[O-]	InChI1S/C5H8O4/c6-472-1-3-589/h1-3H2H67H89/p-2	false
CPD-9736	3-hydroxy-3-carboxy-45-cyclopropylhex-5-enoate	CC1CCOCO[O-]CC[O-]OC1	InChI1S/C8H10O5/c1-4-2-54813711123-6910/h513H1-3H2H910H1112/p-2	false
CPD-16738	emindole-SB	CCCCCCC1CCOCCC2C[CH]1CC[CH]3CC2C4CC3C5CN4CCCC5	InChI1S/C28H39NO/c1-1829-8-15-26323-13-12-19-17-21-20-10-6-7-11-222029-2521281952723416-14-242630/h6-79-111923-2429-30H812-17H21-5H3/t19-23-24-26-27-28+/m0/s1	false
CPD1F-130	zeaxanthin	CCCCCCCCC1CCCCCCC1COCCCCCCCCCCCCC2CCCCCCC2OCCC	InChI1S/C40H56O2/c1-2917-13-19-31321-23-37-33525-354127-39377815-11-12-16-30218-14-20-32422-24-38-34626-364228-4038910/h11-2435-3641-42H25-28H21-10H3/b12-11+17-13+18-14+23-21+24-22+29-15+30-16+31-19+32-20+/t35-36-/m1/s1	false
CPD-13228	<i>E</i>-2-pentenal	CCCC[CH]O	InChI1S/C5H8O/c1-2-3-4-5-6/h3-5H2H21H3/b4-3+	false
CPD-2187	1-18:1-2-16:0-monogalactosyldiacylglycerol	CCCCCCCCCCCCCCCCCCOCCCOC1OCCCC1OOOCOOCCCCCCCCCCCCCCCCOO	InChI1S/C43H80O10/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-384550-34-3635-51-43-4249414840473733-4453-4352-394632-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h17-1836-3740-4447-49H3-1619-35H21-2H3/b18-17-/t36-37-40+41+42-43-/m1/s1	false
L-CYSTATHIONINE	L-cystathionine	CSCCC[O-]O[N+]CC[N+]C[O-]O	InChI1S/C7H14N2O4S/c8-4610111-2-14-3-5971213/h4-5H1-38-9H2H1011H1213/t4-5-/m0/s1	false
PALMITYL-COA	palmitoyl-CoA	CCCCCCCCCCCCCCCCSCCNCOCCNCOCOCCCCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]O	InChI1S/C37H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-284665-21-20-39-274518-19-40-35493248372323-58-64555661-63535457-22-26-3160-6250515230473659-2644-25-43-29-333841-24-42-342944/h24-2630-323647-48H4-23H21-3H3H3945H4049H5354H5556H2384142H2505152/p-4/t26-30-31-32+36-/m1/s1	false
CPD-9216	&gamma;-chaconine	CC7C[N+]3CCC2C1CCC4CC5CCCCCCCCC1CC2345OC6OCCCC6OOOOCCCCC7	InChI1S/C33H53NO6/c1-17-6-9-23-18225-24342316-1715-22-21-8-7-19-14-2039-30-283726352736293840-3010-11-321943321513-12-3122253/h717-1820-3035-38H68-16H21-5H3/p+1/t17-18+20?21-22-23+24-25-26-27-28+29-30+31-32-33-/m0/s1	false
CPD-7051	trifluoperazine	CN4CC[N+]CCCN1C3CSC2C1CCCC2CCCC3CFFFCC4	InChI1S/C21H24F3N3S/c1-25-11-13-2614-12-259-4-10-27-17-5-2-3-6-191728-20-8-7-1615-18202721222324/h2-35-815H49-14H21H3/p+1	false
N-FORMIMINO-L-GLUTAMATE	<i>N</i>-formimino-L-glutamate	[CH][N+]NCC[O-]OCCC[O-]O	InChI1S/C6H10N2O4/c7-3-8-4611121-2-5910/h3-4H1-2H2H278H910H1112/p-1/t4-/m0/s1	false
CPD-12571	3'-<i>O</i>-methyltricetin	COC1CCCCOCO1C2OC3CC[O-]CCOCCOC23	InChI1S/C16H12O7/c1-22-14-3-72-112016142112-6-101915-9184-8175-131523-12/h2-617-1820-21H1H3/p-1	false
CPD-17348	2E11Z14Z-icosa-21114-trienoyl-CoA	CCCCCCCCCCCCCCCCCCCCOSCCNCOCCNCOCOCCCCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	InChI1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-325069-25-24-43-314922-23-44-39533652412327-62-68596065-67575861-26-30-3564-6654555634514063-3048-29-47-33-374245-28-46-383348/h8-911-1220-2128-3034-364051-52H4-71013-1922-27H21-3H3H4349H4453H5758H5960H2424546H2545556/p-4/b9-8-12-11-21-20+/t30-34-35-36+40-/m1/s1	false
GDP	GDP	COPO[O-]OPO[O-][O-]C1OCCOCO1N3CNC2CONCNNC23	InChI1S/C10H15N5O11P2/c11-10-13-7-481814-1012-2-1579-617516325-91-24-28222326-27192021/h2-35-6916-17H1H2H2223H2192021H311131418/p-3/t3-5-6-9-/m1/s1	false
CPDMETA-13651	perakine	CC3N5C2C1NC6CCCCCC41CCCC2CCO3CC45OCOC6	InChI1S/C21H22N2O3/c1-10-139-2412-7-16-19-2114-5-3-4-6-151422-198-172310161812202126-11225/h3-69-1012-1316-1820H7-8H21-2H3/t10-12?13-16-17-18?20?21+/m0/s1	false
CPD-695	gibberellin A<sub>53</sub>	CC1C2OCC3C1C[CH]4CCCCCCC[CH]CC234C[O-]OC[O-]O	InChI1S/C20H28O5/c1-11-9-19-10-2011258-5-12191726-4-7-18316232414171319152122/h12-1425H14-10H22-3H3H2122H2324/p-2/t12-13+14-17-18+19-20-/m0/s1	false
2-OXOBUTANOATE	2-oxobutanoate	CCCOCO[O-]	InChI1S/C4H6O3/c1-2-35467/h2H21H3H67/p-1	false
CPD-1862	indolylmethyl-desulfoglucosinolate	C2CC1CCCCC1N2CCNOSC3OCCOCOCOCO3	InChI1S/C16H20N2O6S/c19-7-11-1320142115221624-1125-1218-235-8-6-17-10-4-2-1-3-9810/h1-461113-1719-23H57H2/b18-12+/t11-13-14+15-16+/m1/s1	false
ESTRONE	estrone	CC12[CH]CCCO1[CH]4[CH]CC2C3CCCOCC3CC4	InChI1S/C18H22O2/c1-18-9-8-14-13-5-3-121910-11132-4-151416186-7-171820/h351014-1619H246-9H21H3/t14-15-16+18+/m1/s1	false
CPD-10893	quercetin 34'7-trisulfate	C1CCOSOO[O-]COCC1C2OC3CCCCOCCOCOSOO[O-]23OSOO[O-]	InChI1S/C15H10O16S3/c16-8-3-61-2-10830-3322232414-1531-34252627131812-9174-75-111228-1429-32192021/h1-516-17HH192021H222324H252627/p-3	false
SUCROSE-6P	sucrose 6<sup>F</sup>-phosphate	COPO[O-][O-]C2OCCOOC1OCCOCOCOCO1COCO2	InChI1S/C12H23O14P/c13-1-4-6158179181124-426-123-141019716525-122-23-27202122/h4-1113-19H1-3H2H2202122/p-2/t4-5-6-7-8+9-10+11-12+/m1/s1	false
NUKED-PENTOSE-RING	nt-pentose-ring	CC1CCCO1OOO	null	false
D-SERINE	D-serine	COC[N+]C[O-]O	InChI1S/C3H7NO3/c4-21-5367/h25H14H2H67/t2-/m1/s1	false
CPD-15191	3-hexaprenyl-4-amino-5-hydroxybenzoate	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCCCOCN1CO[O-]	InChI1S/C37H55NO3/c1-27213-8-14-28315-9-16-29417-10-18-30519-11-20-31621-12-22-32723-24-33-25-3437404126-3539363338/h13151719212325-2639H8-1214161820222438H21-7H3H4041/p-1/b28-15+29-17+30-19+31-21+32-23+	false
